ID,Adresse,Bilder,Features,From,Grundgriss,Grundstück,Haus/Wohnung,Kaltmiete,Kaufpreis,Lat,Lon,Miete/Kauf,PLZ,Stadt,Stadtteil,Titel,Wohnfläche,Zimmer,von privat,From_UUID
63809311,"Leipziger Vorstadt, Dresden",30,[],Frau Magda Uhlmann,True,,Wohnung,,81.500 €,,,Kauf,01097,Dresden,Leipziger Vorstadt,Altbau-Charme im beliebten Hechtviertel - vermietete gepflegte 2-Raum-Wohnung,"52,57 m²",2,False,ed2f5f9f-97ea-3e0f-89c4-2ee101b713ca
63820059,"Käthe-Kollwitz-Ufer 73, Johannstadt-Nord, Dresden",4,"[Balkon/Terrasse, Einbauküche]", CENTURION Invest & Projekt- gesellschaft mbH & Co. KG,True,,Wohnung,265 €,,51.06005,13.78342,Miete,01307,Dresden,Johannstadt-Nord,1 RWE! EBK! Balkon!,"28,43 m²",1,False,0f461593-222f-327a-b291-d292ba9d5ec5
63825702,"Rhönweg 3, Naußlitz, Dresden",2,[],Herr Ullrich Vogel,False,,Wohnung,369 €,,51.03829,13.68849,Miete,01159,Dresden,Naußlitz,Schicke Erdgeschosswohnung * 2 Zimmer * Ruhige Lage,"56,68 m²",2,False,2a86b3e8-3ada-310c-9a56-e2bf5ffa1f28
63826539,"Lange Str. 45, Naußlitz, Dresden",6,[],Herr Ullrich Vogel,True,,Wohnung,349 €,,51.03998,13.68877,Miete,01159,Dresden,Naußlitz,"Sonnige, geräumige 2-Zimmer-Dachgeschosswohnung für junge Leute","53,63 m²",2,False,2a86b3e8-3ada-310c-9a56-e2bf5ffa1f28
63830773,"Saalhausener Str. 27b, Naußlitz, Dresden",3,[Balkon/Terrasse],Herr Ullrich Vogel,True,,Wohnung,382 €,,51.03981,13.68729,Miete,01159,Dresden,Naußlitz,Geräumige 2-Zimmerwohnung in Dresden-Naußlitz,"56,17 m²",2,False,2a86b3e8-3ada-310c-9a56-e2bf5ffa1f28
63870760,"Trachenbergerstraße 16, Pieschen-Nord/Trachenberge, Dresden",8,[Einbauküche],Herr Edgar Korb,True,,Wohnung,336 €,,51.08392,13.72756,Miete,01129,Dresden,Pieschen-Nord/Trachenberge,Ideal zur Uni und Neustadt,48 m²,2,True,288c5ea2-f69b-3f65-ab75-f66744bca044
64160218,"Altonaer Straße  21, Friedrichstadt, Dresden",10,[Provisionsfrei*],Herr René Pütter,True,260 m²,Haus,,330.988 €,51.04933,13.70687,Kauf,01159,Dresden,Friedrichstadt, - Friedrichstädter Gartenhäuser- Kleines Idylisches Baugebiet -,156 m²,6,False,6ee69520-bafa-3e03-b505-cce920b129e2
64287144,"Fetscherstr. 23, Johannstadt-Süd, Dresden",2,[Balkon/Terrasse],Herr Markus Dangl,False,,Wohnung,"400,98 €",,51.0454,13.77015,Miete,01307,Dresden,Johannstadt-Süd,Schöne zentrale 2-Zi.-Whg,"52,76 m²",2,False,db67f256-9116-33b6-a272-6ebff63e94dc
64642231,"Hochschulstraße 47, Südvorstadt-Ost, Dresden",12,"[Balkon/Terrasse, Garten]",Herr Bernd Riedel,True,,Wohnung,,146.500 €,51.03107,13.73184,Kauf,01069,Dresden,Südvorstadt-Ost,Dachterrassenwohnung an der TU Dresden,"75,12 m²",2,False,75b72d90-d3ef-350a-bde4-8d8c8b3fc4dd
64684555,"Saalhausener Str. 27, Naußlitz, Dresden",4,[Balkon/Terrasse],Herr Ullrich Vogel,True,,Wohnung,372 €,,51.04001,13.68744,Miete,01237,Dresden,Naußlitz,Frisch sanierte 2-Zimmer-Wohnung wartet auf neue Mieter!,"57,14 m²",2,False,2a86b3e8-3ada-310c-9a56-e2bf5ffa1f28
64695457,"Rhönweg 12, Naußlitz, Dresden",3,[Balkon/Terrasse],Herr Ullrich Vogel,True,,Wohnung,365 €,,51.03851,13.68764,Miete,01159,Dresden,Naußlitz,"Helle, freundliche 2-Zimmer-Wohnung in Dresden-Naußlitz","56,14 m²",2,False,2a86b3e8-3ada-310c-9a56-e2bf5ffa1f28
64854924,"Eifelweg 1, Naußlitz, Dresden",6,[],Herr Ullrich Vogel,False,,Wohnung,373 €,,51.03921,13.68855,Miete,01159,Dresden,Naußlitz,Einziehen und Wohlfühlen in 2-Zimmer-Erdgeschosswohnung!!,"57,33 m²",2,False,2a86b3e8-3ada-310c-9a56-e2bf5ffa1f28
64887213,"Löscherstraße 35, Striesen-West, Dresden",16,"[Balkon/Terrasse, Garten]",Herr Steffen Hallmann,True,,Wohnung,,111.600 €,51.048,13.78074,Kauf,01309,Dresden,Striesen-West,"**Perfekt für spätere Eigennutzer! Altersgerechte Wohnung im Neubau mit Balkone, TG, Lift...!","70,19 m²",3,False,88fe3eac-769c-367c-a665-c30637a4308e
64936149,"Wachsbleichstraße 65, Friedrichstadt, Dresden",6,[Einbauküche],Herr Andreas Schütte,False,,Wohnung,,70.000 €,51.05855,13.7119,Kauf,01069,Dresden,Friedrichstadt,Neuwertige Wohnung in bester Lage mit Tiefgaragenplatz und Blick auf die Elbe,48 m²,2,False,4128a43f-4c34-31a1-a27a-a0d0801f06a2
64973626,"Rhönweg 11, Naußlitz, Dresden",3,[Balkon/Terrasse],Herr Ullrich Vogel,True,,Wohnung,374 €,,51.03803,13.68779,Miete,01159,Dresden,Naußlitz,"Gemütliche Wohnung in ruhiger, grüner Lage","57,49 m²",2,False,2a86b3e8-3ada-310c-9a56-e2bf5ffa1f28
64974532,"Lange Str. 47, Naußlitz, Dresden",2,[Balkon/Terrasse],Herr Ullrich Vogel,False,,Wohnung,361 €,,51.03988,13.6888,Miete,01159,Dresden,Naußlitz,Frisch sanierte 2-Zimmer-Wohnung in Dresden-Naußlitz,"55,43 m²",2,False,2a86b3e8-3ada-310c-9a56-e2bf5ffa1f28
65022345,"Radeberger Strasse 20, Weißig, Dresden",15,[], Vermietung direkt durch den Eigentümer,True,,Wohnung,330 €,,51.06583,13.88691,Miete,01328,Dresden,Weißig,"Schnipp, Schnapp, Schnäppchen: Pfiffige 2 Zi. DG Maisonette-Whg. zu vermieten",63 m²,2,True,6174ed9e-51c9-30b9-9582-477653b48729
65410563,"Blasewitz, Dresden",12,"[Balkon/Terrasse, Garten]", Ralf Möschwitzer,True,,Wohnung,315 €,,,,Miete,01309,Dresden,Blasewitz,2-Zimmer-Wohnung mit Gartennutzung!,"54,2 m²",2,False,831cb81c-40ee-3606-bcb5-934f37ec9e1d
65449592,"Pillnitzer Landstraße 197, Hosterwitz/Pillnitz, Dresden",2,"[Balkon/Terrasse, Einbauküche]",Frau Christina Möllendorf-Siebenhaar,True,,Wohnung,266 €,,51.0314,13.84265,Miete,01326,Dresden,Hosterwitz/Pillnitz,Süße Einraumwohnung in Niederpoyritz,38 m²,1,False,cb5fb182-50aa-38c6-9524-89dcabd63440
65476940,"Weixdorf, Dresden",9,[],Frau Sabine Socha,False,1.350 m²,Haus,,395.000 €,,,Kauf,01108,Dresden,Weixdorf,"Großz. EFH in idyll. Lage m. Terr., Pool, Wintergarten/Kamin, Sauna in DD-Weixdorf                 ",230 m²,8,False,e1b44548-d76b-39d6-a168-11eedfebe535
65562934,"Böhmische Str. 16, Äußere Neustadt (Antonstadt), Dresden",8,[Einbauküche],Herr Peter Rößner,True,,Wohnung,,64.500 €,51.06495,13.75243,Kauf,01099,Dresden,Äußere Neustadt (Antonstadt),"Für Kapitalanleger!  2-R-Whg. Dresdner Äuß. Neustadt, gut vermietet und immer gut vermietbar!",43 m²,2,False,aebdf5df-9315-39b7-8071-57a0b078759f
65622612,"Klotzsche, Dresden",3,[Balkon/Terrasse],Herr Mathias Kunze,True,,Wohnung,,180.000 €,,,Kauf,01109,Dresden,Klotzsche,Maisonette 3 Zimmer Wohnung in Dresden Klotzsche,"94,65 m²",3,False,978e44b0-0a6a-3bc3-8608-dadad8f3b166
65726613,"Äußere Neustadt (Antonstadt), Dresden",6,"[Balkon/Terrasse, Garten]",Frau Ines Griese,True,,Wohnung,"398,82 €",,,,Miete,01099,Dresden,Äußere Neustadt (Antonstadt),Schicke 2-Zimmer-Wohnung mit Wohnküche und Balkon sucht Nachmieter,"58,65 m²",2,False,788834da-9717-30d8-9121-1e732b4ca677
65735781,"Loschwitz/Wachwitz, Dresden",16,"[Balkon/Terrasse, Einbauküche, Garten]",Frau Karin  Schmidt,False,,Wohnung,1.800 €,,,,Miete,01326,Dresden,Loschwitz/Wachwitz,"ruhige, sehr schöne 5-Zimmer Wohnung in Dresden - Loschwitz",174 m²,5,False,806a92d2-9a86-3d5e-9634-ab61020e0822
65826129,"Leipziger Str. 143, Mickten, Dresden",3,[Balkon/Terrasse],Frau Susann Weglowski,False,,Wohnung,345 €,,51.08174,13.71269,Miete,01139,Dresden,Mickten,"Geräumige, gut geschnittene 2-Zimmer-Wohnung in Dresden-Mickten","58,86 m²",2,False,3aa409c0-0bd8-3a42-bbf2-b28706e10df3
66154892,"Striesen-Süd, Dresden",9,"[Einbauküche, Garten]",Frau Ines Griese,True,,Wohnung,605 €,,,,Miete,01309,Dresden,Striesen-Süd,"Großzügige 2,5-Zimmer-Wohnung mit Einbauküche unweit des Großen Gartens gesucht?","84,12 m²",2,False,788834da-9717-30d8-9121-1e732b4ca677
66157196,"Lohmener Straße 34, Hosterwitz/Pillnitz, Dresden",2,[Garten], Cornelia Möbius-Tyralla,False,,Wohnung,"282,65 €",,51.00008,13.89986,Miete,01326,Dresden,Hosterwitz/Pillnitz,2-Raumwohnung idyllische Lage mit Balkon,"49,5 m²",2,False,b44ff2a1-4d44-3ee2-a089-db6e6114703f
66214358,"Geinitzstr.  1, Südvorstadt-Ost, Dresden",3,[],Frau Heike Lehmann,True,,Wohnung,460 €,,51.03245,13.747,Miete,01217,Dresden,Südvorstadt-Ost,Familiengerechter Raumschnitt 3- Zimmerwohnung in ruhiger Citylage,"69,1 m²",3,False,f3635b51-8b6a-3bd4-8e76-58a7653963a8
66348925,"Bergmannstraße 44, Striesen-West, Dresden",11,[Balkon/Terrasse], ImmPrima GmbH Katja Bärisch,False,,Wohnung,972 €,,51.04437,13.78881,Miete,01309,Dresden,Striesen-West,individuelle und helle 4 Zimmer-Wohnung über zwei Etagen mit Balkon,115 m²,4,False,c6fc9057-4740-3d1e-a735-3cc63e644a0f
66574097,"Guts-Muths-Str. 17, Mickten, Dresden",7,[],Frau Susann Weglowski,False,,Wohnung,366 €,,51.08512,13.71467,Miete,01139,Dresden,Mickten,Schicke 2-Zimmer-Wohnung in Dresden-Trachau,"56,23 m²",2,False,3aa409c0-0bd8-3a42-bbf2-b28706e10df3
66612019,"Hoyerswerdaer Str. 20, Innere Neustadt, Dresden",11,"[Balkon/Terrasse, Einbauküche, Garten]",Frau Renate Boedecker,True,,Wohnung,463 €,,51.061,13.75259,Miete,01099,Dresden,Innere Neustadt,Appartment für ultra starke Singles,62 m²,2,False,bf9bc17b-573e-3988-b2ae-e4a239abd83c
66668649,"Scheunenhofstr. 1a, Äußere Neustadt (Antonstadt), Dresden",11,[Balkon/Terrasse],Frau Nora Taschew,False,,Wohnung,,105.000 €,51.0691,13.74817,Kauf,01099,Dresden,Äußere Neustadt (Antonstadt),Für Studententeltern:Praktische 2-Zi.Wohnung in zentraler Lage,50 m²,2,False,99782221-6899-3ba0-ac7a-6a3e3e53a073
66686117,"Lehnertstr. 3, Bühlau/Weißer Hirsch, Dresden",25,"[Balkon/Terrasse, Garten]",Frau Nora Taschew,True,,Wohnung,1.350 €,,51.06274,13.81749,Miete,01324,Dresden,Bühlau/Weißer Hirsch,"Bestlage am Weißen Hirsch, ruhiges und schönes Wohnen",140 m²,4,False,99782221-6899-3ba0-ac7a-6a3e3e53a073
66921698,"Weinbergstraße, Cossebaude/Mobschatz/Oberwartha, Dresden",1,[Provisionsfrei*],Herr Mario Batz,False,695 m²,Haus,,280.331 €,51.08378,13.61842,Kauf,01156,Dresden,Cossebaude/Mobschatz/Oberwartha,Hier kann ihr Traumhaus stehen!,"124,17 m²",5,False,0dae762a-ab5e-3165-b8e5-20f5bd058e37
66921731,"Tharandter Straße 1, Hellerau/Wilschdorf, Dresden",1,[Provisionsfrei*],Herr Mario Batz,False,1.500 m²,Haus,,180.331 €,,,Kauf,01109,Dresden,Hellerau/Wilschdorf,Hier kann ihr Traumhaus stehen!,"124,17 m²",5,False,0dae762a-ab5e-3165-b8e5-20f5bd058e37
66921743,"Naußlitz, Dresden",1,[Provisionsfrei*],Herr Mario Batz,False,1.300 m²,Haus,,226.331 €,,,Kauf,01159,Dresden,Naußlitz,Hier kann ihr Traumhaus stehen!,"124,17 m²",5,False,0dae762a-ab5e-3165-b8e5-20f5bd058e37
66977744,"Meißner Landstr. 139c, Briesnitz, Dresden",9,[Balkon/Terrasse],Frau Susann Weglowski,True,,Wohnung,385 €,,51.07958,13.65912,Miete,01157,Dresden,Briesnitz,"Helle, freundliche 2-Zimmerwohnung in Dresden-Stetzsch","61,03 m²",2,False,3aa409c0-0bd8-3a42-bbf2-b28706e10df3
66992378,"Trachau, Dresden",5,"[Balkon/Terrasse, Garten]", Gerald  Mager,True,,Wohnung,,198.000 €,,,Kauf,01129,Dresden,Trachau,4 Raumwohnung im EG mit Garten zur Kapitalanlage!!,"93,18 m²",4,False,bb6db633-7460-3b06-859f-787655a5b215
67048963,"Löbtau-Süd, Dresden",7,[Balkon/Terrasse],Herr Wolfgang Nehm,True,,Wohnung,,65.000 €,,,Kauf,01159,Dresden,Löbtau-Süd,2-Zimmer-ETW in Dresden Löbtau für Eigennutzer,"54,67 m²",2,False,cb89b54c-a4b9-3c1b-b0e2-a1d928d3b27e
67099074,"Pieschen-Nord/Trachenberge, Dresden",15,"[Balkon/Terrasse, Garten]",Frau Anke Beinhoff,True,,Wohnung,,175.000 €,,,Kauf,01129,Dresden,Pieschen-Nord/Trachenberge,Eigentumswohnung im denkmalgeschützten Jugendstilhaus mit attraktiver Parkanlage,70 m²,3,False,019405f3-5948-3bd9-bd01-b1990006f621
67163111,"Wüllnerstr. 39, Mickten, Dresden",3,[],Frau Susann Weglowski,False,,Wohnung,350 €,,51.08224,13.71221,Miete,01139,Dresden,Mickten,"Gemütliche, kleine 3-Zimmerwohnung in Dresden-Mickten","58,78 m²",3,False,3aa409c0-0bd8-3a42-bbf2-b28706e10df3
67242435,"Grüne Straße 8, Wilsdruffer Vorstadt/Seevorstadt-West, Dresden",4,[Balkon/Terrasse],Frau Barbara Uhlig,False,,Wohnung,453 €,,51.05378,13.72773,Miete,01067,Dresden,Wilsdruffer Vorstadt/Seevorstadt-West,01067 DD /Grüne Straße 8/2-R-W/1.OG/ca. 65m² m. Südloggia,65 m²,2,False,6e5f415c-14fd-3268-8e2f-121d9613de7e
67548584,"Cotta, Dresden",3,[Balkon/Terrasse],Frau Sabine Socha,False,,Wohnung,,85.000 €,,,Kauf,01157,Dresden,Cotta,Sonnige ruhige kl. 3-R-NB-Whg. mit Balk. in Dresden-Cotta,"66,2 m²",3,False,e1b44548-d76b-39d6-a168-11eedfebe535
67582952,"Striesen-Süd, Dresden",2,[Balkon/Terrasse],Herr Mathias Kunze,True,,Wohnung,,120.000 €,,,Kauf,01277,Dresden,Striesen-Süd,"3 Zimmer Eigentumswohnung mit Lift, Tiefgarage und großen Balkon","70,25 m²",3,False,978e44b0-0a6a-3bc3-8608-dadad8f3b166
68096226,"Johannstadt-Nord, Dresden",15,[],Herr Jean Winkler,True,,Wohnung,420 €,,,,Miete,01307,Dresden,Johannstadt-Nord,helle 2 Zi. - Wohnung... in unmittelbarer Nähe zu den Elbwiesen,60 m²,2,False,e90e15fc-40f0-3f5a-8f2b-2fed53d342cc
68165600,"Zschierener Straße 8a, Kleinzschachwitz, Dresden",10,[],Herr Frank Meier,False,1.060 m²,Haus,,690.000 €,51.00668,13.8496,Kauf,01259,Dresden,Kleinzschachwitz,außergewöhnliche Villa in Kleinzschachwitz,245 m²,12,False,bacd69b6-7389-3d24-8ed1-9ba674fafaf3
68226607,"Tolkewitzer Straße 75, Blasewitz, Dresden",7,"[Balkon/Terrasse, Garten]",Herr Frank Meier,True,,Wohnung,,205.000 €,,,Kauf,01309,Dresden,Blasewitz,schicke Gartengeschoßwohnung an der Elbe,87 m²,3,False,bacd69b6-7389-3d24-8ed1-9ba674fafaf3
68305136,"Münchner Platz 8, Südvorstadt-West, Dresden",7,"[Balkon/Terrasse, Garten]",Herr Frank Meier,True,,Wohnung,,150.000 €,51.0306,13.72125,Kauf,01187,Dresden,Südvorstadt-West,schicke 2-R-Whg. in der Südvorstadt,"68,5 m²",2,False,bacd69b6-7389-3d24-8ed1-9ba674fafaf3
68376115,"Tieckstraße 5, Innere Neustadt, Dresden",24,"[Provisionsfrei*, Balkon/Terrasse]",Herr Georg Hartmann,True,,Wohnung,,560.000 €,51.06133,13.75126,Kauf,01099,Dresden,Innere Neustadt,Maisonette mit Blick über die Dächer der Stadt - bezugsfertig,163 m²,5,False,05c36c16-8c22-3285-bfa1-85e019fa3809
68383644,"Wormer Str.  60, Striesen-West, Dresden",1,"[Balkon/Terrasse, Garten]", Karin Schöne,False,,Wohnung,659 €,,51.04609,13.78701,Miete,01309,Dresden,Striesen-West,Optimale 4-Raum-Wohnung,"101,4 m²",4,False,2948dbe5-457a-3336-83fe-f603f1b8e670
68416627,"Lockwitz, Dresden",8,[Provisionsfrei*],Frau Anne Kaiser,True,600 m²,Haus,,229.900 €,,,Kauf,01068,Dresden,Lockwitz,"Grundstück in Dresden Nickern - auch Bungalow möglich, E70 Haus",138 m²,4,False,db8bbb18-cfa0-3dbd-90d1-38b4b3f12766
68430759,"Lange Str. 49, Naußlitz, Dresden",4,[Balkon/Terrasse],Herr Ullrich Vogel,True,,Wohnung,285 €,,51.03964,13.68886,Miete,01159,Dresden,Naußlitz,"Helle, geräumige 1-Zimmer-Wohnung in Dresden-Naußlitz","40,58 m²",1,False,2a86b3e8-3ada-310c-9a56-e2bf5ffa1f28
68454625,"Pieschen-Süd, Dresden",15,"[Balkon/Terrasse, Einbauküche]",Frau Sabine Socha,True,,Wohnung,,70.000 €,,,Kauf,01127,Dresden,Pieschen-Süd,"Elbnahe ruhige 2-RW mit Südbalkon, EBK und Parkett in DD-Pieschen","45,72 m²",2,False,e1b44548-d76b-39d6-a168-11eedfebe535
68492941,"Freiligrathstr. 9, Cotta, Dresden",2,[],Frau Petra Friedrich,True,,Wohnung,300 €,,51.06041,13.68043,Miete,01157,Dresden,Cotta,Süße kleine 2-Zimmer Südseite unterm Dach in Dresden Cotta,"45,14 m²",2,False,99253c7a-9180-3993-8040-cb39e1ab7ee8
68494828,"Laubegast, Dresden",3,[],Herr Mario Uhlmann,True,,Wohnung,,50.000 €,,,Kauf,01279,Dresden,Laubegast,***SINGLE-WOHNUNG IN BELIEBTER WOHNLAGE VON DRESDEN-LAUBEGAST***,32 m²,2,False,87622b0c-510f-3ce4-a6a2-9dbcf03668c3
68592302,"Wilhelm-Weitling-Straße 4, Kleinzschachwitz, Dresden",17,"[Balkon/Terrasse, Einbauküche, Garten]",Herr Frank Meier,True,,Wohnung,,450.000 €,51.00821,13.86049,Kauf,01259,Dresden,Kleinzschachwitz,schicke 5-R-Whg in Kleinzschachwitz,"142,08 m²",5,False,bacd69b6-7389-3d24-8ed1-9ba674fafaf3
68601781,"Würzburger Str. 43a, Plauen, Dresden",13,"[Balkon/Terrasse, Garten]",Frau Nora Taschew,True,,Wohnung,,111.000 €,51.03202,13.71232,Kauf,01187,Dresden,Plauen,"5 % Rendige für ruhige, sonnige 2-Zimmer-Whg. in DD-Plauen in Uninähe",60 m²,2,False,99782221-6899-3ba0-ac7a-6a3e3e53a073
68617303,"Leuben, Dresden",6,"[Balkon/Terrasse, Einbauküche]",Frau Kremer,False,,Wohnung,,40.000 €,,,Kauf,01731,Dresden,Leuben,"1-Raum-WE im EG mit Wannenbad, Balkon und TG H 4/1","26,43 m²",1,False,e51da52b-ca01-3570-b84f-737f61cd44cf
68717699,"Südvorstadt-West, Dresden",7,[Balkon/Terrasse],Frau Anke Beinhoff,True,,Wohnung,,89.000 €,,,Kauf,01069,Dresden,Südvorstadt-West,Altstadt II - Zwischen Innenstadt und Uni im Schweizer Viertel,"50,15 m²",2,False,019405f3-5948-3bd9-bd01-b1990006f621
68818961,"Roquettestraße 17, Cotta, Dresden",12,[Balkon/Terrasse],Frau Daniela Sura,True,,Wohnung,,91.700 €,51.05805,13.67913,Kauf,01157,Dresden,Cotta,Schöne 2 RWE zur Eigennutzung oder Kapitalanlage,56 m²,2,False,0dc37248-1ba1-351c-b76c-fa2fa5bffcf5
69038801,"Wilhelm-Weitling-Straße 4, Kleinzschachwitz, Dresden",15,"[Balkon/Terrasse, Garten]",Herr Frank Meier,True,,Wohnung,,495.000 €,51.00821,13.86049,Kauf,01259,Dresden,Kleinzschachwitz,schicke 5-R-Whg im Dachgeschoss,"165,32 m²",4,False,bacd69b6-7389-3d24-8ed1-9ba674fafaf3
69479975,"Trachau, Dresden",4,[],Herr Olaf Leuschner,True,,Wohnung,,96.000 €,,,Kauf,01129,Dresden,Trachau,3 – Raumwohnung mit Balkon Gut saniert mitten in Dresden-Trachenberge,64 m²,3,False,059e72e7-eaa8-3a41-900e-58566f8cbde4
69479984,"Pieschen-Süd, Dresden",6,[],Herr Olaf Leuschner,True,,Wohnung,,82.000 €,,,Kauf,01127,Dresden,Pieschen-Süd,Mansardenwohnung mit Balkon!,48 m²,2,False,059e72e7-eaa8-3a41-900e-58566f8cbde4
69479986,"Pieschen-Süd, Dresden",4,[],Herr Olaf Leuschner,True,,Wohnung,,65.000 €,,,Kauf,01127,Dresden,Pieschen-Süd,Kleine Mansardenwohnung mit Balkon!,37 m²,2,False,059e72e7-eaa8-3a41-900e-58566f8cbde4
69536987,"Weixdorf, Dresden",14,[],Frau Sabine Socha,False,2.200 m²,Haus,,995.000 €,,,Kauf,01108,Dresden,Weixdorf,Großz. EFH in idyll. Lage + Gewerbe + Vermietung im Paket in DD-Weixdorf                  ,500 m²,8,False,e1b44548-d76b-39d6-a168-11eedfebe535
69566137,"Helfenberger Straße 4, Blasewitz, Dresden",23,"[Balkon/Terrasse, Einbauküche, Garten]",Herr Steffen Hallmann,True,,Wohnung,,289.400 €,51.04542,13.81479,Kauf,01277,Dresden,Blasewitz,"*Rarität in Blasewitz! Terrassenwohnung m.Garten, EBK, Laminat und Topp-Aussichten für Eigennutzer!","115,38 m²",3,False,88fe3eac-769c-367c-a665-c30637a4308e
69607372,"Konkordienstr. 39, Pieschen-Süd, Dresden",2,[Provisionsfrei*], Irmela Beck,True,,Wohnung,,76.500 €,51.07576,13.72501,Kauf,01127,Dresden,Pieschen-Süd,PROVISIONSFREI - Wohnen unterm Dach - Gemütliche 2-Zimmer-Wohnung in Pieschen,"60,52 m²",2,False,6728348a-c211-376a-982f-eca46c314d96
69760129,"Frühlingstr. 11, Äußere Neustadt (Antonstadt), Dresden",6,[Balkon/Terrasse],Frau Petra Friedrich,True,,Wohnung,,99.000 €,51.06949,13.76057,Kauf,01099,Dresden,Äußere Neustadt (Antonstadt),2 Zimmer mit Westbalkon und Aufzug in der Dresdner Neustadt,62 m²,2,False,99253c7a-9180-3993-8040-cb39e1ab7ee8
69760748,"Frühlingstr. 11, Äußere Neustadt (Antonstadt), Dresden",6,[],Frau Petra Friedrich,True,,Wohnung,,63.000 €,51.06949,13.76057,Kauf,01099,Dresden,Äußere Neustadt (Antonstadt),1 Zimmer Singlewohnung mit Aufzug in der Dresdner Neustadt,"42,21 m²",1,False,99253c7a-9180-3993-8040-cb39e1ab7ee8
69858595,"Kleinzschachwitz, Dresden",21,[Balkon/Terrasse],Frau Magda Uhlmann,True,,Wohnung,,123.000 €,,,Kauf,01259,Dresden,Kleinzschachwitz,"++2,5 -Zi.-Dachgeschoss-Whg. mit Balkon & TG in gepflegter idyllischer Wohnanlage ++",63 m²,"2,5",False,ed2f5f9f-97ea-3e0f-89c4-2ee101b713ca
70032863,"Neubertstr.  23a, Johannstadt-Nord, Dresden",7,[Einbauküche],Herr Torsten Schulz,True,,Wohnung,440 €,,51.05927,13.77402,Miete,01307,Dresden,Johannstadt-Nord,"schöne, helle 2-Raum Wohnung mit Blick auf den Elbhang",55 m²,2,False,ef66feb0-022e-3525-bca5-536bf85ae447
70116583,"Dobritzer Straße 11, Seidnitz/Dobritz, Dresden",13,[Garten], Herr André Ihle Frau Ines Löwe,True,,Wohnung,,82.000 €,51.02352,13.80492,Kauf,01237,Dresden,Seidnitz/Dobritz,ANLEGER AUFGEPASST!! SCHÖNE GROßE HELLE WOHNUNG IN DOBRITZ ZU VERKAUFEN!,"72,01 m²",3,False,f565fdaf-446d-31aa-ac7e-3a585aa452e3
70130726,"An der Dreikönigskirche  7, Innere Neustadt, Dresden",7,[Einbauküche],Herr Torsten Schulz,True,,Wohnung,420 €,,51.06095,13.74237,Miete,01097,Dresden,Innere Neustadt,helle 2-Raum Wohnung in Bestlage der Dresdner Neustadt,52 m²,2,False,ef66feb0-022e-3525-bca5-536bf85ae447
70132676,"Zwickauer Str.  146, Plauen, Dresden",5,"[Einbauküche, Garten]",Herr Peter Rößner,True,,Wohnung,255 €,,51.03112,13.70549,Miete,01187,Dresden,Plauen,"Top-Single-Whg. mit EBK in UNI-Nähe! San. Altbau, in stilvoller Wohnlage DD Plauen","28,3 m²",1,False,aebdf5df-9315-39b7-8071-57a0b078759f
70223158,"Großzschachwitz, Dresden",15,[],Herr André  Findeisen,True,2.185 m²,Haus,,585.000 €,,,Kauf,01259,Dresden,Großzschachwitz,01259 Dresden...großzügiges Wohnen mit Studio im Dachgeschoss ....Haus inkl. Grundstück,235 m²,6,False,aa044318-09c9-39dd-908c-00e67e16ada1
70231652,"Hauptstraße 7e, Weißig, Dresden",12,[],Frau Margit Trenkler,True,,Wohnung,230 €,,51.05956,13.88507,Miete,01328,Dresden,Weißig,Helle und freundliche 1 Raum Wohnung in DD-Weißig! Provisionsfrei!,"36,3 m²",1,True,3058f83c-2bf7-3d9c-a47e-db8f9c08cdde
70296321,"Würzburger Straße 69, Plauen, Dresden",8,[Einbauküche],Frau Henrike Schoper,True,,Wohnung,345 €,,51.02992,13.71709,Miete,01187,Dresden,Plauen,"Apartment in TU-Nähe – exklusives, helles Einzimmer-Apartment mit Kochzeile in Jugendstilvilla",45 m²,1,True,efffe572-0a04-327d-bcac-c6138dbfbca4
70460588,"Rietzstraße  21, Mickten, Dresden",2,[Balkon/Terrasse], Uwe Schneider,True,,Wohnung,750 €,,51.0829,13.71267,Miete,01139,Dresden,Mickten,Großzügige 4-Raum-Wohnung ,"98,03 m²",4,False,99385e83-69e3-38a9-b53c-7a5b15a9c1b7
70795799,"Kaditz, Dresden",11,"[Balkon/Terrasse, Garten]",Frau Franziska Timme (BT),True,,Wohnung,,255.360 €,,,Kauf,01139,Dresden,Kaditz,Passivhaus - Mit staatlicher Förderung bares Geld beim Kauf Ihrer Wohnung sparen!,"112,01 m²",3,False,2b937804-c4f1-35ed-9f0a-1ee384d17e53
71007333,"Münchner Straße 36, Plauen, Dresden",15,"[Balkon/Terrasse, Einbauküche]",Herr Udo Weber,True,,Wohnung,800 €,,51.02948,13.71936,Miete,01187,Dresden,Plauen,möblierte 3-Raumwohnung in Top Lage,82 m²,3,True,ebf7e04b-7e7c-3192-aafe-b959446c2598
71118450,"Wachwitzer Weinberg 15, Loschwitz/Wachwitz, Dresden",33,"[Balkon/Terrasse, Garten]",Frau Sylke Hoch,True,,Wohnung,1.499 €,,51.04544,13.82747,Miete,01326,Dresden,Loschwitz/Wachwitz,"Traumhaftes Wohn-Unikat ""Wo einst die Wettiner lebten"" auch Galerie, Atelier möglich(mit Kaufoption)","183,91 m²",3,False,47c667c8-f0fa-3733-a907-9cf053b451c4
